sch_no,time_as,time_pe,gender,income,d_edu1,m_edu1,w_1,w_2,Y
112209,0,3,0,4,1,0,4.68,50.505,3
112209,16,0,0,1,1,0,4.68,50.505,3
112214,2,0,0,3,0,0,4.68,42.35903226,1
112214,0,12,0,5,1,1,4.68,42.35903226,3
112214,1,15,0,6,0,0,4.68,42.35903226,2
112214,0,8,1,8,1,1,4.68,42.35903226,2
112214,3,1,0,2,0,0,4.68,42.35903226,1
112214,8,0,0,4,1,1,4.68,42.35903226,1
112214,0,8,0,3,1,0,4.68,42.35903226,1
112214,0,0,1,4,1,1,4.68,42.35903226,1
112214,1,2,1,3,1,1,4.68,42.35903226,1
112214,0,11,1,4,1,1,4.68,42.35903226,1
112214,1,6,1,4,1,1,4.68,42.35903226,2
112214,2,10,0,5,1,1,4.68,42.35903226,3
112214,0,6,0,5,1,1,4.68,42.35903226,3
112214,1,14,0,6,1,0,4.68,42.35903226,3
112214,0,10,0,7,1,1,4.68,42.35903226,2
112214,0,3,1,5,1,1,4.68,42.35903226,3
112214,0,2,1,5,1,1,4.68,42.35903226,3
112214,0,0,1,8,0,0,4.68,42.35903226,2
112214,0,4,1,7,1,1,4.68,42.35903226,3
112214,0,14,0,5,1,1,4.68,42.35903226,2
112214,0,10,1,3,0,0,4.68,42.35903226,2
112214,0,3,0,8,1,1,4.68,42.35903226,1
112214,0,12,1,6,0,1,4.68,42.35903226,1
112214,0,0,1,4,1,1,4.68,42.35903226,3
112214,0,9,0,6,1,1,4.68,42.35903226,2
112214,0,8,0,3,1,0,4.68,42.35903226,3
112214,0,8,0,5,1,1,4.68,42.35903226,2
112214,0,12,0,8,0,0,4.68,42.35903226,1
112214,0,5,0,5,1,1,4.68,42.35903226,2
112214,0,0,1,6,0,0,4.68,42.35903226,1
112214,0,12,1,4,1,1,4.68,42.35903226,2
112216,0,18,0,7,1,1,4.68,36.47583333,2
112216,0,12,1,4,0,1,4.68,36.47583333,1
112216,0,13,1,7,0,0,4.68,36.47583333,2
112216,9,0,0,3,1,1,4.68,36.47583333,1
112216,0,0,0,3,1,0,4.68,36.47583333,3
112216,0,14,0,6,1,1,4.68,36.47583333,2
112216,0,12,1,5,1,1,4.68,36.47583333,3
112216,0,19,0,7,1,0,4.68,36.47583333,2
112216,0,6,0,5,1,1,4.68,36.47583333,1
112216,0,10,0,3,0,1,4.68,36.47583333,2
112216,0,9,0,7,1,1,4.68,36.47583333,3
112216,0,13,0,7,1,1,4.68,36.47583333,2
112216,0,6,1,3,1,0,4.68,36.47583333,1
112216,0,16,0,8,1,1,4.68,36.47583333,3
112216,0,12,0,8,1,1,4.68,36.47583333,3
112216,0,3,1,4,1,0,4.68,36.47583333,1
112216,0,9,1,2,1,0,4.68,36.47583333,1
112216,0,2,1,4,1,0,4.68,36.47583333,2
112216,0,8,1,8,1,0,4.68,36.47583333,1
112216,0,18,0,7,1,1,4.68,36.47583333,1
112216,4,16,1,6,1,1,4.68,36.47583333,3
112216,0,10,1,5,1,1,4.68,36.47583333,3
112216,0,13,1,5,1,1,4.68,36.47583333,2
112216,0,9,0,5,1,1,4.68,36.47583333,2
112216,0,16,1,6,1,1,4.68,36.47583333,3
112216,0,5,1,7,0,1,4.68,36.47583333,2
112216,0,9,1,5,1,1,4.68,36.47583333,1
112216,0,10,1,4,1,1,4.68,36.47583333,2
112216,0,4,1,3,1,1,4.68,36.47583333,3
112216,0,9,0,5,0,1,4.68,36.47583333,1
112216,0,5,0,3,0,0,4.68,36.47583333,3
112216,0,9,0,6,1,1,4.68,36.47583333,3
112216,0,0,1,6,1,1,4.68,36.47583333,3
112216,0,9,0,7,1,1,4.68,36.47583333,3
112216,0,13,1,6,1,1,4.68,36.47583333,2
112216,0,6,0,2,1,1,4.68,36.47583333,1
112218,0,5,0,3,1,0,4.68,36.47583333,1
112218,0,10,0,7,1,1,4.68,36.47583333,3
112218,5,0,0,2,0,0,4.68,36.47583333,1
112218,0,1,0,3,0,1,4.68,36.47583333,3
112218,0,0,0,3,1,1,4.68,36.47583333,3
112218,0,5,0,4,0,0,4.68,36.47583333,2
112218,0,13,0,8,1,1,4.68,36.47583333,3
112218,0,12,0,3,0,0,4.68,36.47583333,1
112218,0,15,0,6,0,0,4.68,36.47583333,1
112218,0,0,0,2,0,0,4.68,36.47583333,1
112218,0,4,0,3,0,0,4.68,36.47583333,1
112218,0,15,0,7,1,1,4.68,36.47583333,3
112218,0,13,0,4,0,0,4.68,36.47583333,3
112218,2,15,0,4,0,1,4.68,36.47583333,2
112218,0,0,0,3,1,0,4.68,36.47583333,1
112218,0,11,0,5,1,0,4.68,36.47583333,3
112218,0,11,0,2,1,1,4.68,36.47583333,2
112218,2,16,0,5,1,1,4.68,36.47583333,3
112218,0,18,0,4,0,0,4.68,36.47583333,1
112218,0,3,0,2,1,1,4.68,36.47583333,2
112218,0,20,0,6,1,1,4.68,36.47583333,1
112218,0,6,0,3,0,0,4.68,36.47583333,1
112218,0,5,0,8,1,1,4.68,36.47583333,2
112218,0,6,0,3,1,1,4.68,36.47583333,3
112218,0,0,0,3,0,0,4.68,36.47583333,1
112218,0,0,0,2,0,0,4.68,36.47583333,2
112218,0,4,0,4,1,1,4.68,36.47583333,2
112218,0,12,0,6,1,1,4.68,36.47583333,2
112218,0,0,0,4,1,0,4.68,36.47583333,1
112218,0,0,0,3,0,0,4.68,36.47583333,1
112218,0,14,0,8,0,1,4.68,36.47583333,3
112218,0,7,0,6,1,1,4.68,36.47583333,1
112218,0,4,0,7,1,1,4.68,36.47583333,2
112218,2,3,0,4,1,1,4.68,36.47583333,2
112218,0,15,0,2,0,0,4.68,36.47583333,1
112218,0,12,0,4,1,1,4.68,36.47583333,2
112219,0,0,0,4,1,1,4.68,46.8975,1
112219,2,6,0,5,1,1,4.68,46.8975,3
112219,0,12,0,3,0,0,4.68,46.8975,2
112219,2,6,0,6,1,1,4.68,46.8975,3
112219,0,0,0,3,0,0,4.68,46.8975,1
112219,2,0,0,4,1,0,4.68,46.8975,3
112219,0,15,0,8,1,0,4.68,46.8975,1
112219,0,10,0,5,1,1,4.68,46.8975,3
112219,0,6,0,8,1,0,4.68,46.8975,3
112219,0,0,0,2,0,0,4.68,46.8975,1
112219,0,0,0,2,1,1,4.68,46.8975,2
112219,0,12,0,4,1,0,4.68,46.8975,2
112219,5,1,0,6,1,1,4.68,46.8975,3
112219,0,18,0,8,1,1,4.68,46.8975,3
112219,0,8,0,8,1,1,4.68,46.8975,1
112219,0,8,0,4,0,0,4.68,46.8975,1
112219,0,5,0,3,0,0,4.68,46.8975,2
112219,0,11,0,2,0,0,4.68,46.8975,2
112219,0,12,0,5,1,1,4.68,46.8975,2
112219,0,14,0,3,1,0,4.68,46.8975,2
112219,0,10,0,8,1,1,4.68,46.8975,2
112219,0,7,0,4,1,1,4.68,46.8975,1
112219,2,6,0,8,1,1,4.68,46.8975,3
112219,0,5,0,4,0,0,4.68,46.8975,1
112219,0,12,0,7,1,1,4.68,46.8975,2
112219,2,13,0,3,0,0,4.68,46.8975,1
112219,0,9,0,6,1,1,4.68,46.8975,2
112219,0,7,0,8,1,1,4.68,46.8975,3
112221,2,4,0,4,1,0,4.68,41.0353125,1
112221,0,6,1,8,0,0,4.68,41.0353125,1
112221,0,15,1,3,0,0,4.68,41.0353125,2
112221,0,0,1,3,0,0,4.68,41.0353125,1
112221,2,6,0,8,1,1,4.68,41.0353125,1
112221,0,15,0,1,0,0,4.68,41.0353125,1
112221,0,14,0,1,0,0,4.68,41.0353125,2
112221,0,12,1,3,1,1,4.68,41.0353125,2
112221,6,4,1,8,1,1,4.68,41.0353125,1
112221,2,12,0,5,1,1,4.68,41.0353125,3
112221,0,10,1,8,1,0,4.68,41.0353125,3
112221,0,12,0,6,1,0,4.68,41.0353125,2
112221,0,9,1,2,0,0,4.68,41.0353125,1
112221,0,16,0,4,1,0,4.68,41.0353125,2
112221,0,0,0,6,1,1,4.68,41.0353125,1
112221,0,4,0,4,0,0,4.68,41.0353125,2
112221,2,24,0,6,1,1,4.68,41.0353125,3
112221,6,0,1,3,0,0,4.68,41.0353125,3
112221,0,0,0,3,0,0,4.68,41.0353125,1
112221,0,8,0,3,0,0,4.68,41.0353125,2
112221,0,20,1,4,1,1,4.68,41.0353125,1
112221,0,20,0,5,1,0,4.68,41.0353125,3
112221,0,10,1,5,0,0,4.68,41.0353125,2
112221,0,15,0,2,1,0,4.68,41.0353125,2
112221,4,0,1,4,0,0,4.68,41.0353125,1
112221,2,10,0,7,1,1,4.68,41.0353125,3
112221,0,20,0,2,0,0,4.68,41.0353125,1
112221,3,0,1,2,1,1,4.68,41.0353125,3
112221,2,16,1,8,1,1,4.68,41.0353125,3
112221,0,0,1,4,1,1,4.68,41.0353125,3
112221,2,8,0,5,1,0,4.68,41.0353125,3
112221,0,22,1,3,0,0,4.68,41.0353125,1
112223,0,15,1,6,1,0,4.68,45.28034483,2
112223,0,5,1,5,0,0,4.68,45.28034483,2
112223,3,0,1,2,1,1,4.68,45.28034483,1
112223,0,0,1,8,1,1,4.68,45.28034483,1
112223,2,9,1,5,0,0,4.68,45.28034483,3
112223,0,10,1,8,1,1,4.68,45.28034483,1
112223,0,15,1,5,1,0,4.68,45.28034483,3
112223,0,2,1,3,0,0,4.68,45.28034483,1
112223,0,0,1,5,1,0,4.68,45.28034483,2
112223,0,9,1,8,1,1,4.68,45.28034483,1
112223,0,8,1,4,0,0,4.68,45.28034483,1
112223,3,11,1,4,1,1,4.68,45.28034483,3
112223,1,12,1,7,1,1,4.68,45.28034483,3
112223,2,16,1,5,1,1,4.68,45.28034483,3
